Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
12691,30,Female,17,Technology,4446,Good,High,Average,0,Yes,21,Bachelor’s Degree,Single,0,Entry,Small,84,Yes,No,No,Good,Low,Left
40962,26,Male,5,Finance,5617,Fair,High,High,0,No,51,Master’s Degree,Married,1,Entry,Medium,75,Yes,No,No,Good,Medium,Stayed
5125,38,Female,12,Media,6845,Fair,High,Average,2,No,2,Bachelor’s Degree,Married,0,Entry,Small,16,No,No,No,Fair,Medium,Left
54784,49,Male,8,Technology,8694,Good,Very High,Average,0,Yes,8,Bachelor’s Degree,Single,1,Mid,Small,58,No,No,Yes,Good,High,Left
1061,52,Male,25,Finance,7959,Fair,Very High,Average,0,Yes,95,Master’s Degree,Single,0,Mid,Medium,84,No,No,No,Poor,Very High,Left
37297,21,Male,3,Healthcare,8030,Poor,Medium,Below Average,2,No,71,PhD,Married,1,Entry,Medium,64,No,No,No,Poor,Low,Left
71252,59,Female,36,Technology,9741,Fair,Low,Average,0,No,73,High School,Single,0,Entry,Medium,108,No,No,No,Good,Low,Left
23740,35,Male,12,Finance,8953,Excellent,High,Below Average,0,No,49,Bachelor’s Degree,Single,1,Senior,Medium,62,Yes,No,No,Poor,Medium,Stayed
22187,48,Male,18,Media,5529,Good,High,High,0,No,38,Master’s Degree,Divorced,2,Senior,Small,29,No,No,No,Good,Medium,Stayed
11917,40,Female,24,Technology,10821,Excellent,Low,Average,1,Yes,42,High School,Divorced,3,Mid,Large,77,Yes,No,No,Poor,Low,Left
58567,57,Female,3,Education,4957,Good,Medium,High,2,Yes,6,Associate Degree,Married,0,Senior,Medium,73,No,No,No,Fair,Very High,Stayed
19870,30,Female,19,Education,5592,Fair,High,Average,0,Yes,1,Bachelor’s Degree,Divorced,1,Entry,Large,55,No,Yes,Yes,Poor,Low,Left
102,25,Female,17,Healthcare,7421,Excellent,High,Low,0,No,72,Associate Degree,Single,3,Senior,Medium,67,No,No,Yes,Fair,Low,Left
55464,29,Male,20,Education,4016,Fair,High,Average,1,No,77,Bachelor’s Degree,Married,0,Entry,Medium,55,No,No,Yes,Fair,Medium,Stayed
9350,56,Female,42,Healthcare,8250,Good,Very High,Average,0,No,20,High School,Married,5,Senior,Large,75,No,No,Yes,Excellent,Medium,Stayed
59445,45,Male,17,Media,5534,Excellent,Medium,High,0,Yes,50,High School,Single,0,Entry,Medium,91,No,No,No,Good,Low,Left
60971,28,Male,3,Technology,10231,Good,Medium,High,2,No,53,Bachelor’s Degree,Divorced,2,Entry,Large,7,No,No,No,Poor,Medium,Left
46579,39,Female,14,Technology,8791,Good,Low,Below Average,0,No,66,Associate Degree,Single,0,Mid,Medium,22,No,No,No,Good,Low,Left
71711,18,Male,7,Technology,7962,Good,High,Average,0,No,23,High School,Married,5,Mid,Small,29,No,No,No,Poor,Medium,Stayed
70322,31,Female,23,Technology,9176,Good,Medium,Average,3,No,94,PhD,Married,2,Entry,Medium,33,No,No,Yes,Good,Medium,Stayed
54999,21,Male,11,Healthcare,8791,Excellent,Medium,Below Average,0,No,55,Associate Degree,Married,6,Mid,Small,15,No,No,No,Excellent,Medium,Stayed
30606,26,Female,3,Education,2707,Excellent,High,Average,1,No,38,Bachelor’s Degree,Married,4,Entry,Large,25,Yes,No,No,Excellent,Low,Stayed
57382,56,Male,47,Technology,12069,Poor,Medium,Below Average,1,No,81,Master’s Degree,Single,1,Mid,Medium,58,No,No,No,Good,High,Left
3699,57,Male,7,Technology,9352,Excellent,High,Average,3,No,72,Bachelor’s Degree,Married,2,Entry,Small,70,Yes,No,No,Excellent,Low,Stayed
66352,55,Male,23,Education,4566,Fair,High,Below Average,1,Yes,23,High School,Single,3,Entry,Medium,68,No,No,No,Poor,Medium,Left
67596,37,Male,17,Education,4140,Fair,High,High,1,No,99,High School,Married,0,Entry,Medium,75,No,No,No,Fair,High,Stayed
6732,26,Female,16,Healthcare,7822,Good,High,Below Average,0,No,1,Bachelor’s Degree,Married,3,Mid,Small,66,No,No,No,Fair,Very High,Stayed
63031,59,Male,22,Healthcare,10016,Fair,Medium,Below Average,0,No,41,Associate Degree,Divorced,2,Mid,Large,64,Yes,No,No,Good,Very High,Stayed
31265,49,Male,29,Technology,9407,Fair,High,High,2,No,62,Bachelor’s Degree,Single,0,Senior,Medium,42,No,No,No,Good,Medium,Stayed
50387,37,Male,8,Healthcare,7031,Fair,High,Below Average,0,No,23,Bachelor’s Degree,Married,1,Entry,Medium,59,Yes,No,No,Poor,Low,Stayed
31339,40,Female,6,Finance,13566,Poor,Very High,Average,3,No,73,Associate Degree,Single,0,Senior,Small,41,Yes,No,No,Good,Low,Stayed
6270,23,Male,15,Technology,8447,Fair,Very High,Average,0,No,38,Bachelor’s Degree,Single,3,Senior,Medium,19,No,No,No,Good,High,Stayed
32185,20,Male,7,Finance,9823,Good,High,Below Average,1,No,98,Master’s Degree,Married,0,Entry,Medium,63,Yes,No,No,Good,High,Left
31964,20,Female,6,Healthcare,9620,Good,Medium,Below Average,1,Yes,99,Bachelor’s Degree,Married,3,Senior,Medium,8,No,No,No,Good,Medium,Left
37996,46,Male,30,Education,4183,Fair,High,Below Average,2,Yes,56,Bachelor’s Degree,Divorced,3,Entry,Medium,82,No,No,No,Fair,High,Left
39328,50,Male,28,Healthcare,8825,Fair,High,Average,0,No,44,Associate Degree,Single,3,Entry,Small,58,No,No,No,Good,Medium,Left
28258,19,Male,1,Education,3882,Good,High,High,0,No,1,Associate Degree,Single,1,Entry,Small,34,No,No,No,Good,Medium,Left
48251,36,Male,21,Healthcare,7201,Good,Very High,Below Average,1,No,40,Associate Degree,Divorced,0,Entry,Small,62,No,No,No,Excellent,Low,Stayed
7452,36,Male,9,Media,5798,Fair,Low,Average,0,Yes,73,High School,Married,0,Senior,Small,19,No,No,No,Fair,Very High,Stayed
42830,32,Male,15,Technology,10091,Excellent,High,Average,2,No,35,Bachelor’s Degree,Single,0,Entry,Large,44,No,No,Yes,Fair,Low,Left
31760,29,Female,21,Healthcare,7995,Fair,High,Average,0,No,60,Bachelor’s Degree,Divorced,0,Mid,Medium,70,No,Yes,No,Good,Low,Left
34155,27,Male,12,Finance,5732,Excellent,Medium,Low,0,Yes,23,Bachelor’s Degree,Single,3,Mid,Medium,80,No,No,No,Good,Low,Left
45382,59,Female,13,Media,6660,Fair,Medium,Average,0,No,12,Master’s Degree,Married,1,Entry,Large,16,No,No,No,Poor,Low,Stayed
32406,43,Female,22,Education,4664,Fair,High,Average,2,No,7,Master’s Degree,Single,0,Senior,Medium,54,No,No,No,Good,Low,Left
5497,28,Male,14,Technology,9801,Fair,High,Average,2,No,47,Associate Degree,Single,2,Mid,Small,82,No,No,No,Fair,Medium,Left
61223,32,Male,6,Media,5412,Fair,High,Low,0,No,24,PhD,Married,1,Mid,Medium,14,No,No,No,Good,High,Stayed
15768,28,Male,5,Media,6508,Good,Very High,Below Average,0,No,36,Master’s Degree,Single,2,Entry,Small,46,No,No,No,Good,High,Left
17557,18,Male,1,Education,3455,Poor,Very High,Average,1,No,9,PhD,Married,3,Mid,Medium,64,Yes,No,No,Excellent,Low,Stayed
25638,22,Male,9,Healthcare,6950,Good,Medium,Average,0,Yes,38,Associate Degree,Married,0,Senior,Medium,56,No,No,No,Poor,Low,Stayed
39740,39,Male,23,Media,5840,Good,Medium,Average,3,No,10,Associate Degree,Married,0,Senior,Large,81,No,No,No,Poor,Medium,Stayed
11828,33,Male,14,Education,5005,Poor,Low,Average,1,Yes,22,Bachelor’s Degree,Single,3,Entry,Medium,23,No,No,Yes,Good,Low,Left
68597,57,Male,31,Technology,9697,Good,Very High,High,0,Yes,91,Master’s Degree,Divorced,5,Entry,Large,57,Yes,No,No,Good,Medium,Stayed
52778,56,Male,21,Education,2798,Good,Medium,Average,0,No,24,Bachelor’s Degree,Single,2,Entry,Small,34,Yes,No,No,Poor,Low,Stayed
17842,59,Female,16,Technology,9440,Fair,Medium,Average,0,No,96,PhD,Single,1,Mid,Medium,24,Yes,No,No,Good,High,Left
14241,33,Male,12,Finance,7977,Fair,High,Average,1,Yes,56,Associate Degree,Married,3,Mid,Small,16,No,No,No,Fair,Medium,Left
37608,56,Male,3,Healthcare,8159,Poor,High,Average,1,Yes,15,High School,Divorced,5,Senior,Medium,8,No,No,No,Poor,Medium,Stayed
49097,51,Female,17,Healthcare,7943,Fair,High,Average,0,No,85,Master’s Degree,Single,3,Mid,Medium,63,No,No,No,Good,Low,Left
8376,59,Male,8,Healthcare,7069,Fair,High,High,0,No,65,Associate Degree,Single,4,Mid,Large,26,No,No,No,Good,Low,Left
25727,22,Female,9,Finance,11489,Poor,Low,Low,0,Yes,95,Master’s Degree,Divorced,3,Mid,Medium,49,No,No,No,Good,Medium,Left
27105,21,Female,1,Education,4268,Good,Medium,Average,0,Yes,54,Associate Degree,Divorced,4,Entry,Medium,58,Yes,No,No,Good,Medium,Stayed
41056,37,Female,28,Finance,4931,Good,High,Below Average,0,Yes,11,High School,Married,1,Entry,Medium,52,No,No,No,Good,Very High,Stayed
61133,47,Male,16,Technology,10379,Poor,High,Average,3,No,55,Master’s Degree,Divorced,0,Senior,Small,33,No,No,No,Poor,Low,Stayed
6979,41,Male,29,Finance,9392,Good,High,Average,4,No,74,Associate Degree,Married,0,Mid,Medium,32,No,No,No,Excellent,Low,Stayed
27435,24,Female,6,Technology,11684,Excellent,Medium,Average,0,Yes,38,Bachelor’s Degree,Married,4,Senior,Medium,29,No,No,No,Good,High,Stayed
35577,51,Male,41,Technology,9977,Fair,High,Average,1,No,54,Associate Degree,Divorced,4,Entry,Small,90,No,No,No,Fair,Medium,Left
17923,35,Female,16,Finance,7262,Good,High,Below Average,0,Yes,83,Bachelor’s Degree,Married,6,Mid,Small,85,No,No,No,Poor,Low,Stayed
12900,32,Male,12,Finance,8203,Good,High,Below Average,0,Yes,34,Master’s Degree,Single,1,Mid,Small,62,No,No,No,Fair,High,Left
22588,19,Female,11,Media,6195,Good,High,Average,0,No,60,PhD,Married,0,Entry,Medium,19,No,No,No,Good,Low,Stayed
3100,38,Male,23,Technology,7504,Good,Very High,High,2,Yes,81,Bachelor’s Degree,Married,3,Entry,Large,46,Yes,Yes,No,Excellent,Low,Stayed
4949,18,Female,5,Technology,10005,Fair,Low,Average,1,No,72,PhD,Single,0,Entry,Medium,16,No,No,Yes,Good,High,Left
10649,33,Male,5,Technology,10278,Good,High,Average,0,Yes,3,High School,Divorced,4,Mid,Medium,79,Yes,No,No,Good,Medium,Stayed
26883,50,Male,39,Finance,5659,Good,High,High,1,No,92,Associate Degree,Married,0,Entry,Large,101,No,No,No,Poor,High,Left
63104,57,Male,21,Media,6090,Fair,Medium,Below Average,1,No,27,Master’s Degree,Married,1,Mid,Small,31,Yes,No,No,Poor,Medium,Left
54793,20,Male,11,Technology,10133,Fair,High,Average,1,No,18,High School,Married,1,Entry,Medium,29,No,No,Yes,Fair,Low,Left
22465,57,Male,32,Education,4808,Fair,Low,Below Average,0,No,25,High School,Married,3,Entry,Medium,80,No,No,No,Poor,Medium,Left
26781,56,Female,19,Healthcare,10711,Good,Medium,High,0,No,13,High School,Married,2,Mid,Medium,36,No,No,No,Fair,Low,Stayed
7569,40,Female,15,Technology,10300,Good,High,Average,1,Yes,55,Associate Degree,Divorced,1,Mid,Medium,91,Yes,No,No,Good,Low,Left
36662,51,Male,9,Technology,10269,Fair,Medium,Below Average,0,No,98,Bachelor’s Degree,Single,1,Mid,Medium,69,No,No,Yes,Good,High,Left
33069,20,Female,10,Education,3702,Excellent,High,Below Average,0,No,44,Associate Degree,Married,3,Entry,Large,25,No,No,No,Poor,High,Left
2594,54,Male,18,Education,5168,Excellent,High,Average,0,No,34,Associate Degree,Married,2,Senior,Small,37,No,No,No,Good,Very High,Stayed
70608,29,Male,3,Technology,8451,Poor,Very High,Average,1,Yes,71,High School,Married,1,Senior,Large,9,Yes,No,Yes,Excellent,Medium,Stayed
70268,22,Female,1,Technology,9645,Good,High,Below Average,1,Yes,89,Master’s Degree,Married,1,Mid,Medium,76,No,No,No,Poor,Low,Left
1719,30,Female,6,Finance,9907,Good,Low,Average,1,Yes,70,Bachelor’s Degree,Single,0,Entry,Medium,82,No,No,No,Good,High,Left
48039,36,Female,11,Healthcare,7112,Good,Medium,High,0,Yes,14,Associate Degree,Married,5,Senior,Small,74,No,No,No,Good,Low,Stayed
45621,47,Female,21,Technology,8980,Good,Very High,Average,2,Yes,80,Associate Degree,Married,0,Senior,Small,78,No,No,No,Good,High,Stayed
23492,58,Female,44,Technology,10654,Good,Medium,Average,2,Yes,88,Associate Degree,Married,3,Entry,Medium,64,No,No,Yes,Poor,Medium,Left
59540,40,Male,10,Technology,7100,Good,High,Average,0,No,74,Bachelor’s Degree,Single,4,Entry,Medium,75,No,No,No,Excellent,Low,Left
30418,25,Male,4,Technology,10679,Good,High,Average,2,Yes,32,Associate Degree,Single,2,Entry,Large,33,No,No,No,Good,Medium,Left
44060,49,Male,8,Technology,10441,Fair,Very High,Average,0,No,94,Bachelor’s Degree,Married,2,Senior,Medium,60,No,Yes,Yes,Fair,Low,Stayed
31012,50,Female,30,Education,4712,Excellent,Very High,Average,2,Yes,61,Associate Degree,Single,1,Entry,Medium,83,No,No,Yes,Excellent,High,Left
69224,40,Male,25,Healthcare,7934,Poor,Very High,Average,1,No,25,Bachelor’s Degree,Married,4,Entry,Medium,43,No,No,No,Poor,Medium,Stayed
56629,47,Female,30,Media,6999,Fair,Very High,Average,1,Yes,52,PhD,Married,3,Entry,Small,71,No,No,No,Poor,Very High,Left
45909,27,Female,9,Finance,6237,Good,High,Average,1,No,17,Associate Degree,Single,2,Entry,Small,46,Yes,No,No,Good,Low,Left
62446,48,Female,9,Media,7150,Good,High,Below Average,4,No,41,Bachelor’s Degree,Divorced,2,Senior,Medium,21,No,No,No,Good,Medium,Stayed
23395,39,Female,5,Finance,9659,Excellent,Medium,Average,2,Yes,34,Master’s Degree,Single,4,Entry,Medium,77,No,No,No,Good,High,Left
69768,31,Male,15,Finance,8912,Fair,High,High,2,No,21,Master’s Degree,Married,1,Mid,Medium,91,No,No,No,Fair,Low,Left
59961,32,Male,4,Technology,6606,Excellent,Very High,High,1,No,1,Bachelor’s Degree,Single,2,Senior,Medium,55,No,No,Yes,Excellent,High,Stayed
25865,34,Male,13,Media,6593,Good,High,Average,0,No,99,Master’s Degree,Married,3,Entry,Small,44,Yes,No,No,Fair,High,Stayed
43656,57,Female,36,Technology,9725,Fair,Very High,Below Average,0,No,45,High School,Divorced,3,Mid,Medium,73,No,No,No,Excellent,Low,Left
54015,38,Female,23,Education,5090,Poor,Medium,Average,0,No,42,High School,Single,2,Entry,Medium,33,No,No,No,Fair,Low,Left
37542,39,Male,15,Technology,6793,Fair,High,Average,1,No,30,Associate Degree,Single,1,Entry,Large,17,No,No,No,Fair,High,Left
55367,32,Male,16,Education,5172,Poor,Medium,Below Average,1,No,23,High School,Married,4,Mid,Large,79,No,Yes,Yes,Fair,Medium,Stayed
32651,55,Female,42,Education,4843,Excellent,High,Below Average,0,No,12,Master’s Degree,Married,1,Entry,Medium,66,No,No,No,Poor,Low,Left
30127,52,Female,11,Media,6213,Excellent,Medium,High,2,No,98,Associate Degree,Married,4,Mid,Small,79,No,No,No,Good,Low,Stayed
60663,21,Female,11,Education,2918,Good,Very High,Average,0,No,73,Associate Degree,Divorced,3,Mid,Medium,38,No,No,No,Excellent,Low,Left
67420,31,Male,23,Technology,7456,Fair,Medium,Average,1,No,28,Master’s Degree,Married,2,Mid,Medium,33,No,No,No,Fair,Medium,Stayed
15365,27,Female,16,Healthcare,8027,Fair,High,Average,1,Yes,33,Bachelor’s Degree,Divorced,1,Mid,Small,75,No,No,No,Fair,Low,Stayed
46363,30,Female,1,Technology,8927,Good,High,Average,2,No,37,PhD,Divorced,0,Mid,Large,73,No,No,No,Good,Medium,Stayed
44807,29,Female,10,Technology,11493,Fair,Very High,Average,1,No,46,Associate Degree,Married,1,Mid,Medium,39,No,No,No,Excellent,High,Left
72914,57,Female,14,Media,6022,Fair,High,Average,1,Yes,57,Bachelor’s Degree,Single,4,Mid,Small,55,No,No,No,Fair,Low,Left
34680,39,Male,25,Healthcare,7852,Fair,High,Average,1,No,56,PhD,Divorced,1,Mid,Medium,39,Yes,Yes,No,Poor,High,Stayed
41393,40,Male,14,Education,4425,Good,High,High,0,No,53,Associate Degree,Single,1,Senior,Large,49,No,No,No,Poor,Low,Left
58302,41,Female,18,Education,5744,Fair,Very High,Average,0,No,77,PhD,Married,0,Mid,Medium,55,No,No,No,Good,Low,Left
10158,25,Male,13,Media,6280,Good,High,Below Average,1,No,20,Master’s Degree,Divorced,6,Mid,Medium,49,No,No,Yes,Fair,Medium,Stayed
1398,51,Female,40,Education,4734,Fair,Very High,Average,1,No,51,Associate Degree,Married,2,Entry,Medium,51,Yes,No,No,Good,Medium,Stayed
55680,35,Male,19,Media,6695,Poor,Medium,Average,0,Yes,17,PhD,Married,1,Entry,Large,68,No,No,No,Fair,Low,Left
32916,24,Female,16,Healthcare,8752,Fair,High,Below Average,0,Yes,68,Associate Degree,Married,2,Mid,Medium,23,Yes,No,No,Poor,Medium,Left
41614,52,Male,25,Healthcare,8583,Poor,Very High,Average,1,Yes,69,Bachelor’s Degree,Divorced,1,Mid,Small,39,No,No,No,Good,High,Stayed
36465,26,Female,6,Healthcare,7564,Fair,High,Average,0,No,13,PhD,Married,3,Entry,Medium,65,No,No,No,Poor,Medium,Left
73853,30,Male,3,Technology,9566,Good,Very High,Average,1,No,74,Master’s Degree,Divorced,0,Senior,Small,75,No,No,No,Good,High,Stayed
12932,42,Male,31,Healthcare,8158,Good,Very High,Average,2,No,77,Associate Degree,Married,1,Entry,Medium,107,No,No,No,Good,Low,Stayed
71337,18,Female,8,Technology,7476,Good,High,High,1,Yes,29,High School,Married,1,Entry,Small,16,Yes,No,No,Good,Low,Left
71197,50,Female,7,Healthcare,6740,Good,Medium,Below Average,0,No,1,High School,Single,2,Entry,Large,23,No,No,Yes,Fair,Low,Left
55684,30,Male,13,Healthcare,8409,Good,Medium,Average,1,Yes,84,Master’s Degree,Married,2,Entry,Small,74,No,No,No,Poor,Low,Left
69749,57,Female,33,Finance,9794,Fair,High,Average,1,No,86,Master’s Degree,Single,4,Mid,Medium,112,No,No,No,Good,Low,Left
16470,20,Female,9,Education,5690,Fair,Medium,Average,1,No,58,Master’s Degree,Single,2,Entry,Small,85,No,No,No,Good,Low,Left
58592,44,Male,27,Media,6262,Good,Very High,Average,1,No,70,PhD,Married,0,Senior,Large,52,No,No,Yes,Good,Medium,Stayed
6184,38,Male,18,Healthcare,9867,Fair,High,Average,2,Yes,97,Master’s Degree,Married,1,Senior,Medium,27,No,No,No,Good,Low,Stayed
55293,32,Female,22,Technology,10555,Good,High,Average,2,Yes,20,Bachelor’s Degree,Divorced,3,Mid,Small,96,Yes,No,No,Fair,Low,Stayed
33736,31,Male,18,Healthcare,5919,Good,High,Low,3,Yes,79,Master’s Degree,Single,0,Mid,Medium,77,No,No,No,Good,Medium,Left
33996,22,Male,5,Technology,10470,Fair,Very High,Average,1,Yes,36,Bachelor’s Degree,Married,0,Mid,Large,29,No,No,No,Good,Low,Stayed
24024,29,Female,19,Healthcare,9212,Fair,Very High,Below Average,1,Yes,37,Associate Degree,Divorced,3,Entry,Medium,54,No,No,No,Poor,High,Left
21172,54,Female,38,Finance,9152,Good,Very High,Average,1,No,71,PhD,Married,2,Mid,Large,40,No,No,No,Good,Medium,Stayed
62795,25,Female,15,Finance,10026,Excellent,High,Average,2,No,11,Master’s Degree,Married,0,Senior,Medium,38,Yes,No,No,Good,High,Stayed
71658,47,Male,23,Technology,12776,Fair,High,Average,1,Yes,20,Associate Degree,Divorced,1,Mid,Medium,87,No,No,No,Poor,Medium,Left
35438,38,Male,1,Technology,6029,Fair,High,Average,0,No,18,Master’s Degree,Single,2,Mid,Small,17,Yes,No,No,Good,High,Left
65957,36,Male,13,Finance,8146,Excellent,High,Average,0,No,98,Associate Degree,Married,3,Senior,Medium,88,Yes,No,No,Good,Medium,Stayed
733,46,Male,2,Finance,11148,Good,High,Average,3,No,37,Bachelor’s Degree,Married,0,Entry,Small,33,No,No,No,Good,Medium,Stayed
43673,29,Male,13,Finance,7583,Excellent,High,High,1,Yes,61,Bachelor’s Degree,Single,2,Mid,Medium,42,No,No,Yes,Poor,High,Left
68823,23,Male,3,Healthcare,7911,Fair,Low,High,0,No,65,Bachelor’s Degree,Single,0,Mid,Medium,61,No,No,No,Excellent,Low,Left
3806,24,Female,16,Technology,8713,Good,High,High,0,No,12,Master’s Degree,Married,1,Mid,Medium,61,No,Yes,No,Poor,High,Stayed
41314,36,Male,6,Healthcare,8059,Good,High,Average,1,No,30,High School,Married,4,Mid,Medium,23,Yes,No,No,Fair,High,Stayed
14385,53,Male,22,Education,4601,Excellent,High,Low,0,No,12,Master’s Degree,Single,3,Entry,Large,26,Yes,No,No,Poor,High,Left
4288,49,Male,2,Education,4474,Good,High,Average,2,No,67,Master’s Degree,Single,3,Entry,Large,67,No,No,No,Good,High,Left
42451,55,Female,2,Healthcare,8405,Fair,Medium,Average,1,Yes,35,Associate Degree,Single,3,Entry,Medium,19,No,No,No,Poor,Low,Left
73060,34,Female,8,Finance,5947,Poor,High,Average,1,No,38,PhD,Married,0,Entry,Small,72,Yes,No,No,Fair,Low,Stayed
58936,59,Female,29,Finance,5593,Good,High,Average,3,No,36,Master’s Degree,Single,0,Mid,Medium,51,Yes,No,No,Good,Medium,Stayed
74269,21,Female,7,Media,5835,Fair,High,Average,0,No,50,Bachelor’s Degree,Married,0,Entry,Medium,74,No,No,No,Poor,Low,Left
60465,54,Male,17,Technology,7799,Poor,Very High,High,0,No,28,Master’s Degree,Divorced,4,Entry,Large,42,Yes,No,No,Good,Low,Stayed
20285,45,Male,6,Healthcare,7525,Poor,High,Below Average,0,No,14,Bachelor’s Degree,Married,2,Mid,Medium,62,No,Yes,No,Good,Medium,Left
68429,29,Female,11,Finance,9608,Excellent,High,High,0,Yes,99,High School,Married,1,Senior,Medium,27,No,No,Yes,Fair,High,Stayed
68954,43,Male,18,Education,5949,Fair,Medium,Average,0,Yes,3,High School,Single,1,Mid,Small,19,No,No,No,Fair,High,Left
40782,35,Male,16,Healthcare,6997,Good,High,Low,0,No,77,Associate Degree,Divorced,0,Senior,Small,84,No,No,No,Good,Low,Stayed
68236,33,Male,4,Education,3782,Good,High,High,2,No,60,Bachelor’s Degree,Single,0,Senior,Small,42,Yes,No,No,Good,Low,Stayed
37037,37,Male,5,Healthcare,7510,Fair,Medium,Below Average,0,Yes,59,High School,Single,0,Mid,Large,50,No,No,No,Fair,Low,Left
36251,29,Male,2,Media,6460,Good,High,Average,1,No,64,High School,Married,0,Senior,Large,40,No,No,No,Good,High,Stayed
61303,47,Male,6,Healthcare,9446,Excellent,High,High,1,No,84,Master’s Degree,Married,5,Mid,Medium,76,No,No,No,Excellent,Medium,Stayed
30666,54,Female,26,Technology,9956,Excellent,High,High,1,No,84,Associate Degree,Single,0,Mid,Large,94,Yes,No,No,Fair,Medium,Stayed
8746,59,Female,6,Education,4495,Excellent,High,Low,0,Yes,92,Associate Degree,Single,1,Mid,Large,46,No,No,No,Good,High,Left
4514,39,Female,31,Technology,8390,Good,High,Average,1,No,45,PhD,Divorced,3,Mid,Medium,89,No,No,Yes,Excellent,Low,Stayed
10803,20,Male,8,Healthcare,7490,Fair,Low,Below Average,0,No,11,Associate Degree,Married,0,Mid,Medium,34,No,No,No,Excellent,Low,Stayed
15489,44,Male,29,Education,4491,Poor,Low,Average,3,No,13,Associate Degree,Divorced,1,Mid,Large,67,No,No,No,Good,Low,Left
68121,35,Male,12,Technology,8863,Fair,Medium,Average,1,Yes,32,High School,Divorced,0,Mid,Large,46,No,No,No,Excellent,Medium,Stayed
36740,50,Female,6,Technology,6027,Good,Medium,Below Average,2,No,53,Bachelor’s Degree,Single,1,Senior,Small,41,Yes,No,No,Poor,High,Stayed
19631,51,Male,16,Technology,12383,Excellent,High,Average,0,No,22,Associate Degree,Divorced,1,Mid,Medium,66,No,No,No,Good,Low,Stayed
38929,36,Male,12,Technology,10423,Fair,Very High,Average,0,No,90,High School,Single,4,Entry,Large,44,No,No,No,Fair,Low,Left
28114,46,Female,2,Technology,9541,Fair,High,Below Average,2,No,41,Master’s Degree,Married,0,Senior,Large,27,No,No,No,Excellent,Low,Stayed
7893,36,Male,12,Technology,7169,Poor,High,Average,2,No,34,Bachelor’s Degree,Married,1,Senior,Medium,17,No,No,No,Poor,Medium,Stayed
5809,32,Female,20,Education,4383,Good,High,Below Average,0,No,26,Master’s Degree,Married,1,Senior,Medium,54,No,No,No,Good,Low,Stayed
55583,30,Male,19,Education,4766,Fair,Very High,Average,0,No,16,Master’s Degree,Married,3,Entry,Medium,37,No,No,No,Poor,Low,Stayed
14145,49,Male,15,Education,3628,Fair,Medium,Average,0,No,11,Bachelor’s Degree,Married,2,Mid,Large,48,No,No,No,Fair,High,Left
65689,36,Female,16,Education,4686,Good,High,High,0,No,45,Bachelor’s Degree,Married,2,Entry,Medium,80,No,No,No,Excellent,High,Stayed
54954,46,Female,34,Technology,12139,Poor,High,Average,0,No,41,Master’s Degree,Married,0,Entry,Large,40,No,Yes,No,Good,Low,Left
43444,51,Female,39,Technology,8057,Excellent,High,Average,1,No,87,Associate Degree,Single,1,Mid,Small,107,Yes,No,No,Excellent,Medium,Stayed
44213,56,Female,43,Healthcare,7339,Good,High,Average,0,No,37,Bachelor’s Degree,Single,4,Mid,Medium,98,No,No,Yes,Poor,Medium,Stayed
43866,23,Female,8,Healthcare,8589,Fair,Very High,Average,0,No,34,High School,Married,0,Senior,Medium,16,No,No,No,Good,High,Left
8136,21,Female,8,Technology,11678,Fair,Very High,Average,3,Yes,61,Master’s Degree,Divorced,0,Mid,Medium,86,No,No,No,Good,Medium,Stayed
24166,51,Male,41,Technology,11337,Fair,High,Average,0,No,74,PhD,Divorced,3,Entry,Medium,73,No,No,No,Good,Low,Left
21478,27,Male,11,Healthcare,8940,Fair,High,Average,2,Yes,89,PhD,Married,2,Mid,Medium,88,No,No,No,Fair,High,Stayed
10410,23,Male,11,Technology,10868,Fair,Very High,Below Average,4,No,49,Master’s Degree,Single,1,Mid,Small,70,No,No,No,Poor,Low,Stayed
24848,43,Male,20,Finance,10271,Poor,High,Average,0,Yes,6,Bachelor’s Degree,Married,0,Mid,Medium,72,No,No,No,Poor,Medium,Stayed
12424,19,Male,1,Technology,6774,Poor,Medium,Average,2,No,8,Master’s Degree,Single,0,Senior,Medium,73,No,No,Yes,Good,Medium,Left
131,49,Male,38,Technology,11692,Fair,High,Average,1,Yes,47,Bachelor’s Degree,Single,4,Entry,Medium,41,No,No,No,Good,Low,Left
20416,23,Male,11,Technology,9309,Fair,Medium,Average,1,No,5,High School,Married,1,Entry,Large,23,No,Yes,No,Good,High,Stayed
14055,22,Female,10,Finance,10062,Fair,High,Average,0,Yes,43,Bachelor’s Degree,Single,1,Senior,Medium,24,No,No,No,Poor,Low,Left
43244,35,Female,10,Media,5467,Good,High,Average,2,No,98,Bachelor’s Degree,Married,2,Entry,Medium,43,No,No,No,Good,Medium,Stayed
42811,48,Female,13,Finance,7512,Good,Medium,Average,0,No,88,Associate Degree,Married,4,Mid,Large,31,No,No,No,Good,Low,Left
29400,32,Female,1,Education,5919,Fair,Very High,Below Average,0,No,50,High School,Married,4,Mid,Medium,53,No,No,Yes,Fair,Medium,Stayed
